Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg),Temperature (C)_1,Temperature (C)_2,Temperature (C)_3,Temperature (C)_4
1,10.006754479730256,2017-02-28 18:42:43,9.947439271595124,1,1,0.0,3.6605894565582275,0.0,9.79e-13,0.0,3.585e-12,-6.103515625e-05,0.0,0,0,0,44.19343566894531,44.404869079589844,44.1482048034668,43.86005401611328
2,20.015287094599454,2017-02-28 18:42:53,19.955971566483267,1,1,0.0,3.6608946323394775,0.0,9.79e-13,0.0,3.585e-12,0.0,0.0,0,0,0,44.17901611328125,44.39020538330078,44.20829772949219,43.84541702270508
3,30.026139892113843,2017-02-28 18:43:03,29.966824363997652,1,1,0.0,3.6608946323394775,0.0,9.79e-13,0.0,3.585e-12,0.0,0.0,0,0,0,44.11893081665039,44.33012771606445,44.1482048034668,43.710548400878906
4,40.029491373706136,2017-02-28 18:43:13,39.97017584558994,1,1,0.0,3.6608946323394775,0.0,9.79e-13,0.0,3.585e-12,0.0,0.0,0,0,0,44.19343566894531,44.2553825378418,44.1482048034668,43.785301208496094
5,50.043578219764846,2017-02-28 18:43:23,49.984263011629714,1,1,0.0,3.6608946323394775,0.0,9.79e-13,0.0,3.585e-12,0.0,0.0,0,0,0,44.11893081665039,44.2553825378418,44.07341003417969,43.785301208496094
6,60.058570932196275,2017-02-28 18:43:33,59.99925540408008,1,1,0.0,3.6608946323394775,0.0,9.79e-13,0.0,3.585e-12,0.0,0.0,0,0,0,44.253517150878906,44.315460205078125,44.20829772949219,43.84541702270508
7,60.08978124454578,2017-02-28 18:43:33,60.03046603641064,1,1,0.0,3.6608946323394775,0.0,9.79e-13,0.0,3.585e-12,0.0,0.0,0,0,0,44.253517150878906,44.315460205078125,44.20829772949219,43.84541702270508
8,60.09006878315209,2017-02-28 18:43:34,9.59943171e-07,2,1,0.7428169250488281,3.73291277885437,1.98073e-10,9.79e-13,7.39388e-10,3.585e-12,0.0,0.0,0,0,0,44.253517150878906,44.315460205078125,44.20829772949219,43.84541702270508
9,60.215162817585245,2017-02-28 18:43:34,0.125094674395276,2,1,2.997511863708496,3.8067617416381836,7.4696718648e-05,9.79e-13,0.000279804236506,3.585e-12,0.014769792556762695,0.0,0,0,0,44.253517150878906,44.315460205078125,44.20829772949219,43.84541702270508
10,63.08519099191734,2017-02-28 18:43:37,2.995122848727355,2,1,2.9982240200042725,3.8168320655822754,0.002464750051132,9.79e-13,0.009392641507281,3.585e-12,0.016783857718110085,0.0,0,0,0,44.11893081665039,44.404869079589844,44.07341003417969,43.710548400878906
