Unnamed: 0,Data_Point,Test_Time(s),Date_Time,Step_Time(s),count,Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg),Temperature (C)_1,Temperature (C)_2,Temperature (C)_3,Temperature (C)_4
1.1,1.0,10.01169566649722,2017-03-14 18:36:01,9.957077283672112,,1,1.0,0.0,3.099001407623291,1.742e-12,0.0,5.4e-12,0.0,0.0,0.0,0.0,0.0,0.0,6.526793956756592,6.228429317474365,6.174111366271973,6.448596954345703
1.1,2.0,20.02149159792506,2017-03-14 18:36:11,19.96687289511787,,1,1.0,0.0,3.099001407623291,1.742e-12,0.0,5.4e-12,0.0,0.0,0.0,0.0,0.0,0.0,6.43464994430542,6.2903523445129395,6.313117980957031,6.433522701263428
1.1,3.0,30.03359332022861,2017-03-14 18:36:21,29.978974937403507,,1,1.0,0.0,3.099001407623291,1.742e-12,0.0,5.4e-12,0.0,0.0,0.0,0.0,0.0,0.0,6.295705795288086,6.228429317474365,6.0970330238342285,6.371588706970215
1.1,4.0,40.03474589568438,2017-03-14 18:36:31,39.98012751285928,,1,1.0,0.0,3.099001407623291,1.742e-12,0.0,5.4e-12,0.0,0.0,0.0,0.0,0.0,0.0,6.280590057373047,6.2903523445129395,6.158967018127441,6.5105299949646
1.1,5.0,50.04456678571454,2017-03-14 18:36:41,49.989948082907354,,1,1.0,0.0,3.099001407623291,1.742e-12,0.0,5.4e-12,0.0,0.0,0.0,0.0,0.0,0.0,6.357620716094971,6.2903523445129395,6.4672627449035645,6.5105299949646
1.1,6.0,60.059564345851165,2017-03-14 18:36:51,60.00494596302607,,1,1.0,0.0,3.099001407623291,1.742e-12,0.0,5.4e-12,0.0,0.0,0.0,0.0,0.0,0.0,6.357620716094971,6.2903523445129395,6.158967018127441,6.5105299949646
,,,,,1 Count,6,,,,,,,,,,,,,,,,
2.1,7.0,60.075532552039185,2017-03-14 18:36:52,0.015646163814826,,2,1.0,0.7529034614562988,3.3327224254608154,1.654471184e-06,0.0,5.320550206e-06,0.0,0.046744205057621,0.0,0.0,0.0,0.0,6.357620716094971,6.2903523445129395,6.158967018127441,6.5105299949646
2.1,8.0,60.24711334351487,2017-03-14 18:36:52,0.187226635308423,,2,1.0,2.999932289123535,3.392604112625122,0.000120183078706,0.0,0.000400732976082,0.0,0.05872054025530815,0.0,0.0,0.0,0.0,6.357620716094971,6.367384433746338,6.158967018127441,6.5105299949646
2.1,9.0,60.34071194199334,2017-03-14 18:36:52,0.280825553768989,,2,1.0,2.9999210834503174,3.4103240966796875,0.000198180392136,0.0,0.000665462312119,0.0,0.062264539301395416,0.0,0.0,0.0,0.0,6.357620716094971,6.367384433746338,6.158967018127441,6.5105299949646
2.1,10.0,60.57471675772367,2017-03-14 18:36:52,0.514830369499308,,2,1.0,3.0002753734588623,3.4210171699523926,0.000393179889646,0.0,0.001331067473035,0.0,0.06440315395593643,0.0,0.0,0.0,0.0,6.295705795288086,6.30546236038208,6.0970330238342285,6.448596954345703
