Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg),Temperature (C)_1,Temperature (C)_2,Temperature (C)_3,Temperature (C)_4,time(h)
278,4708.323947,9/20/2016 21:24,0.03124366,5,1,-1.505547285,4.113143921,2.418754237,6.58E-06,9.554408249,2.73E-05,-0.012023354,0,0,0,0,26.23035431,25.92930603,25.50604248,25.68482971,1.307867763
279,4708.448791,9/20/2016 21:24,0.156087428,5,1,-3.001285076,4.088426113,2.418754237,9.77E-05,9.554408249,0.000401724,-0.016966915,0,0,0,0,26.23035431,25.92930603,25.50604248,25.68482971,1.307902442
280,4709.852691,9/20/2016 21:24,1.559987597,5,1,-3.001632214,4.078355789,2.418754237,0.001268187,9.554408249,0.005180451,-0.01898098,0,0,0,0,26.23035431,25.77729416,25.42996788,25.7608223,1.308292414
281,4712.598237,9/20/2016 21:24,4.305533565,5,1,-3.001285076,4.068285465,2.418754237,0.003557337,9.554408249,0.014503999,-0.020995045,0,0,0,0,26.23035431,25.92930603,25.50604248,25.68482971,1.309055066
282,4716.716697,9/20/2016 21:24,8.423993951,5,1,-3.001632214,4.058215141,2.418754237,0.006991119,9.554408249,0.028455175,-0.002551435,0,0,0,0,26.29142952,25.83839035,25.49109268,25.82193565,1.310199083
283,4722.675779,9/20/2016 21:24,14.38307554,5,1,-3.001632214,4.048144817,2.418754237,0.011959548,9.554408249,0.048591733,-0.001579507,0,0,0,0,26.23035431,25.92930603,25.35388756,25.68482971,1.311854383
284,4730.475791,9/20/2016 21:24,22.18308713,5,1,-3.001285076,4.038074493,2.418754237,0.018462855,9.554408249,0.074884238,-0.001275725,0,0,0,0,26.29142952,25.83839035,25.49109268,25.82193565,1.314021053
285,4740.490822,9/20/2016 21:24,32.1981181,5,1,-3.000937223,4.028614044,2.418754237,0.026813067,9.554408249,0.108562675,-0.000911324,0,0,0,0,26.38180161,25.92930603,25.50604248,25.68482971,1.316803006
286,4750.505921,9/20/2016 21:24,42.21321756,5,1,-3.001285076,4.020679951,2.418754237,0.035163315,9.554408249,0.142169533,-0.000789798,0,0,0,0,26.30608177,25.77729416,25.35388756,25.68482971,1.319584978
287,4760.521048,9/20/2016 21:25,52.22834453,5,1,-3.002344608,4.014576912,2.418754237,0.043513665,9.554408249,0.175719136,-0.000607541,0,0,0,0,26.38180161,25.853302,25.35388756,25.68482971,1.322366958
288,4770.536126,9/20/2016 21:25,62.24342255,5,1,-3.001969814,4.009083748,2.418754237,0.051863735,9.554408249,0.20921813,-0.000546787,0,0,0,0,26.45751762,25.77729416,25.35388756,25.7608223,1.325148924
289,4780.551257,9/20/2016 21:25,72.25855368,5,1,-3.001969099,4.004201412,2.418754237,0.060213869,9.554408249,0.242674642,-0.000486031,0,0,0,0,26.38180161,25.92930603,25.42996788,25.68482971,1.327930905
290,4790.566414,9/20/2016 21:25,82.27371105,5,1,-3.001285076,3.99992919,2.418754237,0.068564177,9.554408249,0.276094048,-0.000425228,0,0,0,0,26.45751762,25.77729416,25.50604248,25.68482971,1.330712893
291,4800.581579,9/20/2016 21:25,92.28887578,5,1,-3.001285076,3.99626708,2.418754237,0.076914299,9.554408249,0.309479131,-0.00036452,0,0,0,0,26.53322983,25.77729416,25.35388756,25.68482971,1.333494883
292,4810.596616,9/20/2016 21:25,102.3039132,5,1,-3.00127387,3.992605209,2.418754237,0.08526437,9.554408249,0.34283318,-0.00036453,0,0,0,0,26.53322983,25.77729416,25.35388756,25.68482971,1.336276838
293,4820.611744,9/20/2016 21:26,112.3190405,5,1,-3.001632214,3.98955369,2.418754237,0.093614671,9.554408249,0.376160386,-0.000303722,0,0,0,0,26.54788399,25.71619606,25.29275703,25.62371445,1.339058818
294,4830.626916,9/20/2016 21:26,122.3342125,5,1,-3.001621723,3.986501932,2.418754237,0.101965105,9.554408249,0.409462108,-0.000303765,0,0,0,0,26.62358856,25.86821747,25.36884117,25.62371445,1.34184081
295,4840.641957,9/20/2016 21:26,132.3492538,5,1,-3.001285076,3.983755589,2.418754237,0.110315466,9.554408249,0.442739037,-0.000303722,0,0,0,0,26.62358856,25.86821747,25.36884117,25.69971085,1.344622766
296,4850.657095,9/20/2016 21:26,142.3643916,5,1,-3.001285076,3.981009007,2.418754237,0.118666085,9.554408249,0.475993909,-0.000303771,0,0,0,0,26.63824654,25.80712891,25.3837986,25.56259918,1.347404749
297,4860.672175,9/20/2016 21:26,152.3794716,5,1,-3.001649141,3.978567839,2.418754237,0.127016367,9.554408249,0.509226328,-0.000242973,0,0,0,0,26.69928741,25.71619606,25.29275703,25.69971085,1.350186715
298,4870.687325,9/20/2016 21:26,162.3946222,5,1,-3.001969099,3.976126432,2.418754237,0.135367022,9.554408249,0.542439968,-0.000243014,0,0,0,0,26.76032829,25.77729416,25.42996788,25.7608223,1.352968702
299,4880.702533,9/20/2016 21:27,172.4098292,5,1,-3.001632214,3.973685265,2.418754237,0.143717482,9.554408249,0.575633131,-0.000303723,0,0,0,0,26.77498055,25.86821747,25.29275703,25.85169029,1.355750704
300,4890.717579,9/20/2016 21:27,182.4248755,5,1,-3.001969814,3.971549034,2.418754237,0.152067994,9.554408249,0.608807543,-0.000243017,0,0,0,0,26.77498055,25.86821747,25.36884117,25.62371445,1.358532661
301,4900.732744,9/20/2016 21:27,192.4400409,5,1,-3.001996517,3.969413042,2.418754237,0.160418503,9.554408249,0.641964097,-0.000242974,0,0,0,0,26.85066795,25.86821747,25.36884117,25.69971085,1.361314651
302,4910.747853,9/20/2016 21:27,202.4551493,5,1,-3.001986027,3.967276812,2.418754237,0.16876898,9.554408249,0.675102543,-0.000243016,0,0,0,0,26.85066795,26.0202179,25.44491959,25.69971085,1.364096626
303,4920.762896,9/20/2016 21:27,212.4701931,5,1,-3.001285076,3.965445757,2.418754237,0.177119436,9.554408249,0.70822381,-0.000243016,0,0,0,0,26.92635155,25.86821747,25.36884117,25.69971085,1.366878582
304,4930.778072,9/20/2016 21:27,222.4853687,5,1,-3.001632214,3.963309765,2.418754237,0.18547015,9.554408249,0.741329216,-0.000182261,0,0,0,0,26.94100571,25.65509987,25.3837986,25.6385994,1.369660576
305,4940.793156,9/20/2016 21:28,232.5004528,5,1,-3.001969099,3.96147871,2.418754237,0.193820713,9.554408249,0.774417767,-0.000182261,0,0,0,0,27.00202942,25.71619606,25.44491959,25.69971085,1.372442543
306,4950.808273,9/20/2016 21:28,242.5155702,5,1,-3.00127387,3.959647655,2.418754237,0.202171198,9.554408249,0.807490057,-0.00018226,0,0,0,0,26.94100571,25.80712891,25.30771637,25.6385994,1.37522452
307,4960.823344,9/20/2016 21:28,252.5306402,5,1,-3.001285076,3.957511663,2.418754237,0.21052174,9.554408249,0.840546579,-0.000243018,0,0,0,0,27.00202942,25.79220963,25.44491959,25.77570343,1.378006484
308,4970.838463,9/20/2016 21:28,262.5457595,5,1,-3.001621723,3.955680609,2.418754237,0.218872473,9.554408249,0.873588417,-0.000243015,0,0,0,0,27.01668167,25.65509987,25.3837986,25.6385994,1.380788462
309,4980.853546,9/20/2016 21:28,272.5608426,5,1,-3.001621723,3.954154968,2.418754237,0.227223024,9.554408249,0.906613587,-0.000121461,0,0,0,0,26.94100571,25.80712891,25.3837986,25.71459579,1.383570429
310,4990.868632,9/20/2016 21:28,282.5759289,5,1,-3.001285076,3.952018738,2.418754237,0.235573519,9.554408249,0.939623253,-0.000182259,0,0,0,0,27.07770157,25.86821747,25.36884117,25.69971085,1.386352398
311,5000.883785,9/20/2016 21:29,292.5910815,5,1,-3.001632214,3.950492859,2.418754237,0.243924087,9.554408249,0.972618094,-0.000182261,0,0,0,0,27.01668167,25.65509987,25.3837986,25.6385994,1.389134385
312,5010.898877,9/20/2016 21:29,302.6061742,5,1,-3.001621723,3.948662043,2.418754237,0.252274659,9.554408249,1.005597602,-0.000182211,0,0,0,0,27.153368,25.86821747,25.44491959,25.69971085,1.391916355
313,5020.914002,9/20/2016 21:29,312.6212983,5,1,-3.001621723,3.946525812,2.418754237,0.260624902,9.554408249,1.038560701,-0.000182261,0,0,0,0,27.16801834,25.80712891,25.30771637,25.6385994,1.394698334
314,5030.929098,9/20/2016 21:29,322.6363952,5,1,-3.001621723,3.944999933,2.418754237,0.268975458,9.554408249,1.071509684,-0.000121507,0,0,0,0,27.09235382,25.80712891,25.3837986,25.71459579,1.397480305
315,5040.944143,9/20/2016 21:29,332.651439,5,1,-3.001285076,3.943169117,2.418754237,0.277325965,9.554408249,1.104443351,-0.000121508,0,0,0,0,27.2290287,25.86821747,25.44491959,25.69971085,1.400262262
316,5050.959289,9/20/2016 21:29,342.6665852,5,1,-3.001969099,3.941032887,2.418754237,0.285676391,9.554408249,1.137361718,-0.000243016,0,0,0,0,27.153368,25.86821747,25.36884117,25.69971085,1.403044247
317,5060.974345,9/20/2016 21:30,352.6816418,5,1,-3.001969814,3.939201832,2.418754237,0.29402706,9.554408249,1.17026581,-0.000243016,0,0,0,0,27.09235382,25.65509987,25.3837986,25.6385994,1.405826207
318,5070.989513,9/20/2016 21:30,362.6968097,5,1,-3.001285076,3.937371016,2.418754237,0.30237745,9.554408249,1.203153974,-0.000243013,0,0,0,0,27.29004097,26.08129883,25.50604248,25.83680916,1.408608198
319,5081.004578,9/20/2016 21:30,372.7118749,5,1,-3.001621723,3.935539961,2.418754237,0.310727809,9.554408249,1.236027029,-0.000243022,0,0,0,0,27.30468559,25.86821747,25.44491959,25.85169029,1.411390161
320,5091.019677,9/20/2016 21:30,382.7269731,5,1,-3.001285076,3.934014082,2.418754237,0.319078215,9.554408249,1.268884446,-0.000121508,0,0,0,0,27.30468559,25.86821747,25.44491959,25.69971085,1.414172132
321,5101.03482,9/20/2016 21:30,392.742117,5,1,-3.001621723,3.932183266,2.418754237,0.327428661,9.554408249,1.301726661,-0.000182262,0,0,0,0,27.30468559,25.86821747,25.44491959,25.69971085,1.416954117
322,5111.049898,9/20/2016 21:30,402.757195,5,1,-3.001285076,3.930352211,2.418754237,0.335778674,9.554408249,1.334552216,-0.000182264,0,0,0,0,27.44133949,25.92930603,25.50604248,25.83680916,1.419736083
323,5121.06503,9/20/2016 21:31,412.7723268,5,1,-3.001996517,3.928216219,2.418754237,0.344128899,9.554408249,1.367362211,-0.000182213,0,0,0,0,27.44133949,25.92930603,25.42996788,25.7608223,1.422518064
324,5131.080125,9/20/2016 21:31,422.7874218,5,1,-3.001285076,3.926385164,2.418754237,0.35247908,9.554408249,1.400156106,-0.00018226,0,0,0,0,27.44133949,25.92930603,25.42996788,25.7608223,1.425300035
325,5141.095223,9/20/2016 21:31,432.8025193,5,1,-3.00125742,3.92455411,2.418754237,0.360829234,9.554408249,1.432933943,-0.000182261,0,0,0,0,27.38033485,25.86821747,25.44491959,25.85169029,1.428082006
326,5151.110464,9/20/2016 21:31,442.8177608,5,1,-3.001969099,3.922723293,2.418754237,0.36917959,9.554408249,1.465696155,-0.000182257,0,0,0,0,27.44133949,25.92930603,25.50604248,25.7608223,1.430864018
327,5161.12544,9/20/2016 21:31,452.8327368,5,1,-3.001621723,3.920587063,2.418754237,0.377529786,9.554408249,1.498441163,-0.000182261,0,0,0,0,27.51697922,25.92930603,25.42996788,25.7608223,1.433645956
328,5171.140541,9/20/2016 21:31,462.8478381,5,1,-3.001632214,3.918451071,2.418754237,0.385879953,9.554408249,1.531169277,-0.000182214,0,0,0,0,27.44133949,25.92930603,25.58211136,25.83680916,1.436427928
329,5181.15562,9/20/2016 21:32,472.8629162,5,1,-3.001285076,3.91631484,2.418754237,0.394230174,9.554408249,1.563880623,-0.000243016,0,0,0,0,27.50234032,25.9903965,25.56716347,25.82193565,1.439209894
330,5191.17071,9/20/2016 21:32,482.8780063,5,1,-3.001969099,3.91417861,2.418754237,0.402580305,9.554408249,1.596573709,-0.000182262,0,0,0,0,27.44133949,25.77729416,25.65817642,25.7608223,1.441991864
331,5201.185867,9/20/2016 21:32,492.8931634,5,1,-3.001621723,3.912042618,2.418754237,0.41093043,9.554408249,1.629248948,-0.000243015,0,0,0,0,27.44133949,25.92930603,25.50604248,25.7608223,1.444773852
332,5211.200945,9/20/2016 21:32,502.9082417,5,1,-3.001632214,3.909906387,2.418754237,0.419280598,9.554408249,1.661906322,-0.000182262,0,0,0,0,27.51697922,25.77729416,25.42996788,25.7608223,1.447555818
333,5221.216048,9/20/2016 21:32,512.9233447,5,1,-3.001632214,3.907465219,2.418754237,0.427630639,9.554408249,1.694544335,-0.00024297,0,0,0,0,27.51697922,25.77729416,25.50604248,25.7608223,1.450337791
334,5231.23114,9/20/2016 21:32,522.9384365,5,1,-3.000920773,3.905023813,2.418754237,0.43598082,9.554408249,1.727163484,-0.000303773,0,0,0,0,27.4559803,25.86821747,25.52099228,25.69971085,1.453119761
335,5241.246267,9/20/2016 21:33,532.9535641,5,1,-3.001285076,3.902887821,2.418754237,0.444331087,9.554408249,1.759763441,-0.000242968,0,0,0,0,27.59261513,25.77729416,25.50604248,25.83680916,1.455901741
336,5251.261368,9/20/2016 21:33,542.9686651,5,1,-3.001969814,3.900446415,2.418754237,0.452681458,9.554408249,1.792344149,-0.00030377,0,0,0,0,27.60725403,25.71619606,25.44491959,25.69971085,1.458683713
337,5261.276472,9/20/2016 21:33,552.9837688,5,1,-3.001285076,3.898310184,2.418754237,0.461031544,9.554408249,1.824903834,-0.000182261,0,0,0,0,27.53162003,25.71619606,25.44491959,25.69971085,1.461465687
338,5271.291587,9/20/2016 21:33,562.9988836,5,1,-3.001621723,3.895563841,2.418754237,0.469381783,9.554408249,1.857443062,-0.000243014,0,0,0,0,27.59261513,26.08129883,25.58211136,25.7608223,1.464247663
339,5281.30668,9/20/2016 21:33,573.0139766,5,1,-3.001986027,3.893122673,2.418754237,0.477731708,9.554408249,1.889959979,-0.000242967,0,0,0,0,27.66824532,25.92930603,25.50604248,25.7608223,1.467029633
340,5291.321766,9/20/2016 21:33,583.029063,5,1,-3.001621723,3.890376091,2.418754237,0.486081708,9.554408249,1.922455984,-0.000243016,0,0,0,0,27.68288422,25.86821747,25.59706306,25.69971085,1.469811602
341,5301.336867,9/20/2016 21:34,593.0441634,5,1,-3.001621723,3.887629747,2.418754237,0.494431698,9.554408249,1.954929808,-0.000303735,0,0,0,0,27.60725403,25.71619606,25.52099228,25.69971085,1.472593574
342,5311.351989,9/20/2016 21:34,603.0592859,5,1,-3.001632214,3.885188341,2.418754237,0.502781744,9.554408249,1.987381281,-0.000243014,0,0,0,0,27.60725403,25.86821747,25.52099228,25.69971085,1.475375553
343,5321.367092,9/20/2016 21:34,613.0743892,5,1,-3.001285076,3.882136822,2.418754237,0.511131756,9.554408249,2.019809877,-0.000303723,0,0,0,0,27.68288422,25.79220963,25.44491959,25.69971085,1.478157526
344,5331.382214,9/20/2016 21:34,623.0895104,5,1,-3.001621723,3.87939024,2.418754237,0.519481895,9.554408249,2.052216072,-0.000303768,0,0,0,0,27.68288422,25.71619606,25.44491959,25.69971085,1.480939504
345,5341.397291,9/20/2016 21:34,633.1045878,5,1,-3.001621723,3.87633872,2.418754237,0.527832065,9.554408249,2.084598598,-0.000364478,0,0,0,0,27.865839,26.05148506,25.62828445,25.95902443,1.48372147
346,5351.412408,9/20/2016 21:34,643.1197042,5,1,-3.001997232,3.873592138,2.418754237,0.536182123,9.554408249,2.116956214,-0.000303772,0,0,0,0,27.83412552,25.71619606,25.52099228,25.69971085,1.486503447
347,5361.427538,9/20/2016 21:35,653.1348347,5,1,-3.001621723,3.870845795,2.418754237,0.544532181,9.554408249,2.149289607,-0.000364523,0,0,0,0,27.75850677,25.86821747,25.44491959,25.85169029,1.489285427
348,5371.442631,9/20/2016 21:35,663.1499271,5,1,-3.001274347,3.867794037,2.418754237,0.552882343,9.554408249,2.181598444,-0.000303771,0,0,0,0,27.75850677,25.86821747,25.44491959,25.69971085,1.492067397
349,5381.457717,9/20/2016 21:35,673.1650134,5,1,-3.001285076,3.864742517,2.418754237,0.561232418,9.554408249,2.213881299,-0.000243016,0,0,0,0,27.84876823,25.65509987,25.45987701,25.86657143,1.494849366
350,5391.472833,9/20/2016 21:35,683.1801295,5,1,-3.001285076,3.861690998,2.418754237,0.569582471,9.554408249,2.246138799,-0.000303721,0,0,0,0,27.69752884,25.65509987,25.3837986,25.79058647,1.497631343
351,5401.487904,9/20/2016 21:35,693.1952005,5,1,-3.001969099,3.85863924,2.418754237,0.577932646,9.554408249,2.278371266,-0.000243019,0,0,0,0,27.7731514,25.80712891,25.3837986,25.71459579,1.500413307
352,5411.503024,9/20/2016 21:35,703.2103204,5,1,-3.001285076,3.855282545,2.418754237,0.586282794,9.554408249,2.310576986,-0.000364522,0,0,0,0,27.69752884,25.73111725,25.45987701,25.79058647,1.503195284
353,5421.518142,9/20/2016 21:36,713.2254384,5,1,-3.001621723,3.852535963,2.418754237,0.594632962,9.554408249,2.342757067,-0.000303769,0,0,0,0,27.7731514,25.80712891,25.3837986,25.79058647,1.505977262
354,5431.53321,9/20/2016 21:36,723.2405065,5,1,-3.001969099,3.848874092,2.418754237,0.60298325,9.554408249,2.374910653,-0.000364526,0,0,0,0,27.92437935,25.65509987,25.53594971,25.79058647,1.508759225
355,5441.548367,9/20/2016 21:36,733.2556639,5,1,-3.001285076,3.846127748,2.418754237,0.611333497,9.554408249,2.407037623,-0.00030372,0,0,0,0,27.92437935,25.65509987,25.3837986,25.86657143,1.511541213
356,5451.563439,9/20/2016 21:36,743.2707355,5,1,-3.001285076,3.842465639,2.418754237,0.619683745,9.554408249,2.43913808,-0.000364526,0,0,0,0,27.84876823,25.80712891,25.53594971,25.71459579,1.514323178
357,5461.578567,9/20/2016 21:36,753.2858631,5,1,-3.001285076,3.839719296,2.418754237,0.62803398,9.554408249,2.471211891,-0.000303768,0,0,0,0,27.84876823,25.95913506,25.45987701,25.79058647,1.517105157
358,5471.593701,9/20/2016 21:36,763.3009981,5,1,-3.001285076,3.8363626,2.418754237,0.636384175,9.554408249,2.503258734,-0.000242967,0,0,0,0,27.90973854,25.86821747,25.52099228,25.85169029,1.519887139
359,5481.608777,9/20/2016 21:37,773.3160732,5,1,-3.001621723,3.833310843,2.418754237,0.644734351,9.554408249,2.535278677,-0.000243016,0,0,0,0,27.84876823,25.80712891,25.53594971,25.79058647,1.522669105
360,5491.623864,9/20/2016 21:37,783.3311612,5,1,-3.001285076,3.829954147,2.418754237,0.653084497,9.554408249,2.567271422,-0.00030377,0,0,0,0,27.84876823,25.80712891,25.45987701,25.79058647,1.525451073
361,5501.638976,9/20/2016 21:37,793.3462725,5,1,-3.001649141,3.826597452,2.418754237,0.661434589,9.554408249,2.599237124,-0.000303734,0,0,0,0,27.90973854,25.86821747,25.59706306,25.85169029,1.528233049
362,5511.654064,9/20/2016 21:37,803.3613604,5,1,-3.001285076,3.823240519,2.418754237,0.669784755,9.554408249,2.631176323,-0.000364523,0,0,0,0,27.90973854,25.86821747,25.59706306,25.85169029,1.531015018
363,5521.669029,9/20/2016 21:37,813.3763255,5,1,-3.001621723,3.820494175,2.418754237,0.678134844,9.554408249,2.663088619,-0.000243024,0,0,0,0,27.90973854,25.86821747,25.52099228,25.85169029,1.533796952
364,5531.684163,9/20/2016 21:37,823.3914595,5,1,-3.002333164,3.816832066,2.418754237,0.686485235,9.554408249,2.694975806,-0.000364523,0,0,0,0,27.90973854,25.86821747,25.52099228,25.92767143,1.536578934
365,5541.699261,9/20/2016 21:38,833.4065576,5,1,-3.001285076,3.813780546,2.418754237,0.69483555,9.554408249,2.726836399,-0.000364523,0,0,0,0,27.98534584,25.86821747,25.52099228,25.85169029,1.539360906
366,5551.714334,9/20/2016 21:38,843.4216302,5,1,-3.001969099,3.811034203,2.418754237,0.703185813,9.554408249,2.758670447,-0.000242969,0,0,0,0,27.87925339,25.83767319,25.49043274,25.82114029,1.54214287
367,5561.729462,9/20/2016 21:38,853.4367585,5,1,-3.001969099,3.807677269,2.418754237,0.711536096,9.554408249,2.790478527,-0.000303766,0,0,0,0,27.83412552,26.0202179,25.59706306,25.85169029,1.544924851
368,5571.744566,9/20/2016 21:38,863.4518624,5,1,-3.001621723,3.804930925,2.418754237,0.719886499,9.554408249,2.822261446,-0.000243016,0,0,0,0,27.98534584,25.86821747,25.59706306,25.85169029,1.547706824
369,5581.759666,9/20/2016 21:38,873.4669622,5,1,-3.001285076,3.801879168,2.418754237,0.728236581,9.554408249,2.854017713,-0.000243013,0,0,0,0,27.98534584,26.0202179,25.44491959,25.85169029,1.550488796
370,5591.774803,9/20/2016 21:38,883.4820997,5,1,-3.001285076,3.798522472,2.418754237,0.736586688,9.554408249,2.88574878,-0.00030377,0,0,0,0,27.83412552,25.86821747,25.52099228,25.85169029,1.553270779
371,5601.789956,9/20/2016 21:39,893.4972529,5,1,-3.001285076,3.795470953,2.418754237,0.744936848,9.554408249,2.917454649,-0.000303717,0,0,0,0,27.97071075,25.92930603,25.58211136,25.91279221,1.556052766
372,5611.804983,9/20/2016 21:39,903.5122801,5,1,-3.001632214,3.792419195,2.418754237,0.753286777,9.554408249,2.949135023,-0.000364522,0,0,0,0,27.9402256,25.89876175,25.62761879,25.8822403,1.558834718
373,5621.820116,9/20/2016 21:39,913.5274125,5,1,-3.001285076,3.789672852,2.418754237,0.761636766,9.554408249,2.980790451,-0.00030377,0,0,0,0,28.10728264,25.9903965,25.64322853,25.8979187,1.561616699
374,5631.835162,9/20/2016 21:39,923.5424588,5,1,-3.001632214,3.786621094,2.418754237,0.769986769,9.554408249,3.012421054,-0.000364526,0,0,0,0,28.04631424,25.77729416,25.58211136,25.91279221,1.564398656
375,5641.850308,9/20/2016 21:39,933.5576047,5,1,-3.000937462,3.783569574,2.418754237,0.778336887,9.554408249,3.044028191,-0.000303787,0,0,0,0,27.97071075,25.92930603,25.58211136,26.06473923,1.567180641
376,5651.865403,9/20/2016 21:39,943.572699,5,1,-3.001285076,3.781128407,2.418754237,0.786686799,9.554408249,3.075610463,-0.000242968,0,0,0,0,27.97071075,25.92930603,25.58211136,25.91279221,1.569962612
377,5661.880516,9/20/2016 21:40,953.5878129,5,1,-3.001621723,3.778076649,2.418754237,0.795036652,9.554408249,3.107168638,-0.000303771,0,0,0,0,27.89510345,25.92930603,25.50604248,25.91279221,1.572744588
378,5671.895595,9/20/2016 21:40,963.6028918,5,1,-3.001285076,3.775025129,2.418754237,0.803386637,9.554408249,3.138703129,-0.000303724,0,0,0,0,28.10728264,25.9903965,25.56716347,25.97389603,1.575526554
379,5681.910698,9/20/2016 21:40,973.6179951,5,1,-3.001621723,3.772583723,2.418754237,0.811736488,9.554408249,3.170213887,-0.000243017,0,0,0,0,28.10728264,25.9903965,25.71928978,25.97389603,1.578308527
380,5691.925805,9/20/2016 21:40,983.6331013,5,1,-3.001633167,3.769532204,2.418754237,0.820086449,9.554408249,3.201701418,-0.000303721,0,0,0,0,27.97071075,25.92930603,25.50604248,25.91279221,1.581090501
381,5701.940943,9/20/2016 21:40,993.6482401,5,1,-3.001632214,3.766785622,2.418754237,0.828436505,9.554408249,3.233166024,-0.000303769,0,0,0,0,28.04631424,26.08129883,25.58211136,25.91279221,1.583872484
382,5711.95603,9/20/2016 21:40,1003.663327,5,1,-3.001285076,3.764039278,2.418754237,0.836786447,9.554408249,3.264607388,-0.000303768,0,0,0,0,28.04631424,25.77729416,25.65817642,25.91279221,1.586654453
383,5721.971156,9/20/2016 21:41,1013.678452,5,1,-3.001969099,3.761292696,2.418754237,0.845136511,9.554408249,3.29602639,-0.000303769,0,0,0,0,27.97071075,25.92930603,25.65817642,25.91279221,1.589436432
384,5731.986232,9/20/2016 21:41,1023.693528,5,1,-3.001621723,3.758546352,2.418754237,0.85348659,9.554408249,3.327422351,-0.000243016,0,0,0,0,28.04631424,25.92930603,25.73423386,25.91279221,1.592218398
385,5742.001376,9/20/2016 21:41,1033.708672,5,1,-3.001621723,3.75579977,2.418754237,0.861836777,9.554408249,3.358795399,-0.000243014,0,0,0,0,28.04631424,25.77729416,25.50604248,25.98876762,1.595000382
386,5752.016424,9/20/2016 21:41,1043.723721,5,1,-3.001969099,3.753053427,2.418754237,0.870186885,9.554408249,3.39014588,-0.000303771,0,0,0,0,28.04631424,25.77729416,25.65817642,25.91279221,1.59778234
387,5762.031584,9/20/2016 21:41,1053.73888,5,1,-3.001285076,3.750307083,2.418754237,0.878536902,9.554408249,3.42147295,-0.00030372,0,0,0,0,28.04631424,25.77729416,25.58211136,25.91279221,1.600564329
388,5772.046702,9/20/2016 21:41,1063.753998,5,1,-3.001284361,3.747560501,2.418754237,0.886886978,9.554408249,3.452776038,-0.000243017,0,0,0,0,28.04631424,25.92930603,25.58211136,25.91279221,1.603346306
389,5782.061774,9/20/2016 21:42,1073.76907,5,1,-3.001285553,3.744814157,2.418754237,0.895237166,9.554408249,3.484057136,-0.000303719,0,0,0,0,28.06094742,25.86821747,25.59706306,25.85169029,1.606128271
390,5792.076882,9/20/2016 21:42,1083.784178,5,1,-3.001969099,3.742067575,2.418754237,0.903587277,9.554408249,3.515315299,-0.00030377,0,0,0,0,27.98534584,26.0202179,25.52099228,25.85169029,1.608910245
391,5802.091955,9/20/2016 21:42,1093.799252,5,1,-3.001295567,3.739321232,2.418754237,0.911937257,9.554408249,3.546550745,-0.000242969,0,0,0,0,28.06094742,25.86821747,25.52099228,25.92767143,1.61169221
392,5812.107036,9/20/2016 21:42,1103.814333,5,1,-3.001301289,3.73657465,2.418754237,0.920287482,9.554408249,3.57776441,-0.000303772,0,0,0,0,28.13654518,25.86821747,25.44491959,26.00364685,1.614474177
393,5822.122164,9/20/2016 21:42,1113.82946,5,1,-3.001285076,3.734133482,2.418754237,0.928637565,9.554408249,3.608955094,-0.00030372,0,0,0,0,28.121912,25.92930603,25.65817642,25.91279221,1.617256157
394,5832.137288,9/20/2016 21:42,1123.844585,5,1,-3.002333164,3.731081724,2.418754237,0.93698758,9.554408249,3.640122536,-0.000303769,0,0,0,0,28.06094742,25.86821747,25.52099228,25.85169029,1.620038136
395,5842.152363,9/20/2016 21:43,1133.85966,5,1,-3.001649141,3.728640556,2.418754237,0.945337852,9.554408249,3.671268422,-0.000243018,0,0,0,0,28.13654518,26.0202179,25.59706306,25.92767143,1.622820101
396,5852.167484,9/20/2016 21:43,1143.874781,5,1,-3.001285076,3.725893974,2.418754237,0.953687999,9.554408249,3.702391399,-0.000303769,0,0,0,0,28.13654518,26.0202179,25.67312622,25.92767143,1.625602079
397,5862.182569,9/20/2016 21:43,1153.889866,5,1,-3.001284361,3.723147631,2.418754237,0.962038017,9.554408249,3.733491007,-0.000243016,0,0,0,0,28.13654518,25.86821747,25.59706306,25.92767143,1.628384047
398,5872.197681,9/20/2016 21:43,1163.904978,5,1,-3.001268864,3.720401049,2.418754237,0.970388265,9.554408249,3.764568763,-0.000303773,0,0,0,0,28.19750404,26.08129883,25.65817642,25.98876762,1.631166023
399,5882.21282,9/20/2016 21:43,1173.920116,5,1,-3.001632214,3.717654705,2.418754237,0.978738401,9.554408249,3.795623017,-0.000243014,0,0,0,0,28.13654518,25.86821747,25.59706306,25.92767143,1.633948006
400,5892.227964,9/20/2016 21:43,1183.935261,5,1,-3.001285076,3.714908361,2.418754237,0.987088603,9.554408249,3.82665471,-0.000303721,0,0,0,0,28.21213531,25.86821747,25.59706306,25.92767143,1.63672999
401,5902.243023,9/20/2016 21:44,1193.950319,5,1,-3.001285076,3.712161779,2.418754237,0.995438569,9.554408249,3.857662134,-0.000243013,0,0,0,0,28.15118217,25.95913506,25.53594971,26.09449959,1.639511951
