Unnamed: 0,Data_Point,Test_Time(s),Date_Time,Step_Time(s),count,Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg),Temperature (C)_1,Temperature (C)_2,Temperature (C)_3,Temperature (C)_4
1.1,1.0,10.020251673418192,2017-03-14 18:37:36,9.952615133552522,,1,1.0,0.0,3.226325511932373,0.0,8.697055e-09,0.0,2.8059531e-08,0.0,0.0,0.0,0.0,0.0,6.24865198135376,6.2903523445129395,6.313117980957031,6.433522701263428
1.1,2.0,20.037319837600997,2017-03-14 18:37:46,19.96968329773533,,1,1.0,0.0,3.226325511932373,0.0,8.697055e-09,0.0,2.8059531e-08,0.0,0.0,0.0,0.0,0.0,6.325795650482178,6.2903523445129395,6.158967018127441,6.5105299949646
1.1,3.0,30.052214363507545,2017-03-14 18:37:56,29.984577823641875,,1,1.0,0.0,3.226325511932373,0.0,8.697055e-09,0.0,2.8059531e-08,0.0,0.0,0.0,0.0,0.0,6.325795650482178,6.367384433746338,6.158967018127441,6.433522701263428
1.1,4.0,40.06209413024061,2017-03-14 18:38:06,39.994457590374935,,1,1.0,0.0,3.226325511932373,0.0,8.697055e-09,0.0,2.8059531e-08,0.0,0.0,0.0,0.0,0.0,6.24865198135376,6.2903523445129395,6.313117980957031,6.5105299949646
1.1,5.0,50.08990793266767,2017-03-14 18:38:16,50.022271392802,,1,1.0,0.0,3.226325511932373,0.0,8.697055e-09,0.0,2.8059531e-08,0.0,0.0,0.0,0.0,0.0,6.24865198135376,6.444413185119629,6.236043930053711,6.5105299949646
1.1,6.0,60.07364164357986,2017-03-14 18:38:26,60.00600510371419,,1,1.0,0.0,3.226325511932373,0.0,8.697055e-09,0.0,2.8059531e-08,0.0,0.0,0.0,0.0,0.0,6.325795650482178,6.2903523445129395,6.158967018127441,6.356515884399414
,,,,,1 Count,6,,,,,,,,,,,,,,,,
2.1,7.0,60.105142268320336,2017-03-14 18:38:26,0.031185773596679,,2,1.0,1.2236018180847168,3.448819398880005,5.257883843e-06,8.700483e-09,1.7548568913e-05,2.807059e-08,0.04449877887964249,0.0,0.0,0.0,0.0,6.325795650482178,6.2903523445129395,6.158967018127441,6.356515884399414
2.1,8.0,60.22996503824522,2017-03-14 18:38:27,0.156008543521563,,2,1.0,2.495973587036133,3.5409910678863525,8.0338919479e-05,8.700483e-09,0.000277482388248,2.807059e-08,0.06293310970067978,0.0,0.0,0.0,0.0,6.325795650482178,6.2903523445129395,6.158967018127441,6.356515884399414
2.1,9.0,60.32356395670579,2017-03-14 18:38:27,0.24960778196421,,2,1.0,2.495973587036133,3.552283763885498,0.000145234110237,8.700483e-09,0.000507727840324,2.807059e-08,0.06519164890050888,0.0,0.0,0.0,0.0,6.325795650482178,6.2903523445129395,6.158967018127441,6.356515884399414
2.1,10.0,61.38436983157679,2017-03-14 18:38:28,1.310413656835217,,2,1.0,2.496316909790039,3.5623555183410645,0.000880776284149,8.700483e-09,0.003124870833833,2.807059e-08,0.0672060027718544,0.0,0.0,0.0,0.0,6.24865198135376,6.2903523445129395,6.236043930053711,6.433522701263428
2.1,11.0,63.97389713804763,2017-03-14 18:38:30,3.899940963306054,,2,1.0,2.495633125305176,3.572427272796631,0.002676383152845,8.700483e-09,0.009530232408068,2.807059e-08,0.06922034919261932,0.0,0.0,0.0,0.0,6.24865198135376,6.367384433746338,6.236043930053711,6.5105299949646
2.1,12.0,66.72545313091203,2017-03-14 18:38:33,6.651496636188374,,2,1.0,2.495973587036133,3.5824990272521973,0.004584268481058,8.700483e-09,0.016355825803179,2.807059e-08,0.0038840132765471935,0.0,0.0,0.0,0.0,6.310570240020752,6.429309844970703,6.22090482711792,6.495460510253906
2.1,13.0,69.83142159667794,2017-03-14 18:38:36,9.75746510195429,,2,1.0,2.4963231086730957,3.5925705432891846,0.006737885982298,8.700483e-09,0.024081601271751,2.807059e-08,0.0034079113975167274,0.0,0.0,0.0,0.0,6.24865198135376,6.367384433746338,6.390190124511719,6.433522701263428
2.1,14.0,72.8889166169568,2017-03-14 18:38:39,12.814960442215234,,2,1.0,2.496307611465454,3.602642297744751,0.008858003683105,8.700483e-09,0.031709072728376,2.807059e-08,0.003293873742222786,0.0,0.0,0.0,0.0,6.24865198135376,6.367384433746338,6.236043930053711,6.433522701263428
2.1,15.0,76.22733702541395,2017-03-14 18:38:43,16.153380530690278,,2,1.0,2.4959828853607178,3.6130192279815674,0.011172863536844,8.700483e-09,0.040060411572311,2.807059e-08,0.0032202270813286304,0.0,0.0,0.0,0.0,6.24865198135376,6.2903523445129395,6.236043930053711,6.5105299949646
2.1,16.0,79.72157718796484,2017-03-14 18:38:46,19.647620693241176,,2,1.0,2.495973587036133,3.623090982437134,0.013595867704547,8.700483e-09,0.048826456400751,2.807059e-08,0.0030380014795809984,0.0,0.0,0.0,0.0,6.24865198135376,6.444413185119629,6.158967018127441,6.433522701263428
