Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg),Temperature (C)_1,Temperature (C)_2,Temperature (C)_3,Temperature (C)_4
1,10.00813369793242,2016-10-28 20:57:57,9.952487979761584,1,1,0.0,3.6273176670074463,0.0,3.634e-12,0.0,1.3182e-11,6.0753733123419806e-05,0.0,0,0,0,16.134416580200195,16.15911102294922,16.033781051635742,15.99211597442627
2,20.01723567268816,2016-10-28 20:58:07,19.96158995451732,1,1,0.0,3.6273176670074463,0.0,3.634e-12,0.0,1.3182e-11,0.0,0.0,0,0,0,16.149850845336914,16.0208683013916,16.048851013183594,15.930496215820312
3,30.03231240830307,2016-10-28 20:58:17,29.97666669013223,1,1,0.0,3.6273176670074463,0.0,3.634e-12,0.0,1.3182e-11,6.07508045504801e-05,0.0,0,0,0,16.211427688598633,16.15911102294922,16.1871395111084,15.99211597442627
4,40.06074659985764,2016-10-28 20:58:27,40.00510056170176,1,1,0.0,3.6270124912261963,0.0,3.634e-12,0.0,1.3182e-11,0.0,0.0,0,0,0,16.288434982299805,16.08247184753418,16.110462188720703,16.068737030029297
5,50.06978873740897,2016-10-28 20:58:37,50.014142699253085,1,1,0.0,3.6270124912261963,0.0,3.634e-12,0.0,1.3182e-11,-6.082576510380022e-05,0.0,0,0,0,16.211427688598633,16.15911102294922,16.1871395111084,15.99211597442627
6,60.08251774270985,2016-10-28 20:58:47,60.02687202453901,1,1,0.0,3.6273176670074463,0.0,3.634e-12,0.0,1.3182e-11,6.078200749470852e-05,0.0,0,0,0,16.27308464050293,15.990067481994629,16.094730377197266,15.899688720703125
7,60.09647420458685,2016-10-28 20:58:48,9.59955151e-07,2,1,0.6160311698913574,3.6831700801849365,1.64267e-10,3.634e-12,6.05024e-10,1.3182e-11,0.0,0.0,0,0,0,16.27308464050293,15.990067481994629,16.094730377197266,15.899688720703125
8,60.221286613351104,2016-10-28 20:58:48,0.124813688704464,2,1,2.495772123336792,3.7051446437835693,7.2947897901e-05,3.634e-12,0.000268917346724,1.3182e-11,0.004394912626594305,0.0,0,0,0,16.27308464050293,15.990067481994629,16.094730377197266,15.899688720703125
9,63.68436897814303,2016-10-28 20:58:52,3.58789573351133,2,1,2.495427370071411,3.7152163982391357,0.002473417276079,3.634e-12,0.009176801351586,1.3182e-11,0.006409263703972101,0.0,0,0,0,16.288434982299805,16.15911102294922,16.110462188720703,15.99211597442627
10,70.51722606705984,2016-10-28 20:58:58,10.420752822428136,2,1,2.4950780868530273,3.725288152694702,0.00720965863205,3.634e-12,0.026798140762467,1.3182e-11,0.0013974497560411692,0.0,0,0,0,16.149850845336914,16.0208683013916,16.048851013183594,15.930496215820312
11,80.5206281481146,2016-10-28 20:59:08,20.424154903482908,2,1,2.495082378387451,3.7347493171691895,0.014143570067898,3.634e-12,0.052664059685486,1.3182e-11,0.0008525894372723997,0.0,0,0,0,16.149850845336914,16.097511291503906,15.972166061401367,15.930496215820312
12,90.53955078404904,2016-10-28 20:59:18,30.44307753941736,2,1,2.4950661659240723,3.7414638996124268,0.021088197285346,3.634e-12,0.078625110145862,1.3182e-11,0.0006678286008536816,0.0,0,0,0,16.288434982299805,16.15911102294922,16.110462188720703,15.99211597442627
13,100.55839310373588,2016-10-28 20:59:29,40.46191985910418,2,1,2.495427370071411,3.746347188949585,0.028032842904813,3.634e-12,0.104625300294003,1.3182e-11,0.00042532445513643324,0.0,0,0,0,16.22686195373535,16.0208683013916,16.048851013183594,15.930496215820312
14,110.56192893854168,2016-10-28 20:59:39,50.46545569390998,2,1,2.495427370071411,3.750314712524414,0.034966675900165,3.634e-12,0.130614963283256,1.3182e-11,0.00042532137013040483,0.0,0,0,0,16.242300033569336,15.959266662597656,15.987242698669434,15.868877410888672
15,120.58472915331564,2016-10-28 20:59:49,60.48825590868394,2,1,2.495427370071411,3.753671884536743,0.041914037376517,3.634e-12,0.156680694771021,1.3182e-11,0.0003639609203673899,0.0,0,0,0,16.457870483398438,16.0208683013916,16.125532150268555,15.930496215820312
16,130.59972365277264,2016-10-28 20:59:59,70.50325072812598,2,1,2.495427370071411,3.7564187049865723,0.04885608835316,3.634e-12,0.182748015331,1.3182e-11,0.00024301468511112034,0.0,0,0,0,16.457870483398438,16.0208683013916,16.125532150268555,16.007122039794922
17,140.6292941112408,2016-10-28 21:00:09,80.53282086660911,2,1,2.495772361755371,3.7588603496551514,0.055808649252008,3.634e-12,0.208873575573065,1.3182e-11,0.00024299336655531079,0.0,0,0,0,16.519432067871094,16.08247184753418,16.110462188720703,15.99211597442627
18,150.7110995692898,2016-10-28 21:00:19,90.61462664464315,2,1,2.495772123336792,3.7616071701049805,0.062796891753898,3.634e-12,0.235151495378183,1.3182e-11,0.00024278594355564564,0.0,0,0,0,16.59642219543457,16.15911102294922,16.110462188720703,16.145353317260742
19,160.7402134090912,2016-10-28 21:00:29,100.6437401644595,2,1,2.495427370071411,3.7637436389923096,0.069748854116034,3.634e-12,0.26130974713041,1.3182e-11,0.00024302047677338123,0.0,0,0,0,16.611852645874023,16.097511291503906,16.125532150268555,16.083742141723633
20,170.75539541978767,2016-10-28 21:00:39,110.658922495141,2,1,2.495772361755371,3.7661852836608887,0.076691143518162,3.634e-12,0.287448243610038,1.3182e-11,0.0002430151216685772,0.0,0,0,0,16.611852645874023,16.0208683013916,16.125532150268555,15.930496215820312
21,180.7704721554026,2016-10-28 21:00:49,120.67399891077088,2,1,2.496133327484131,3.7686269283294678,0.083633608516776,3.634e-12,0.313603579865694,1.3182e-11,0.00024301398661918938,0.0,0,0,0,16.750391006469727,16.15911102294922,16.1871395111084,16.068737030029297
22,190.78560136856572,2016-10-28 21:00:59,130.68912812393404,2,1,2.4950661659240723,3.771068572998047,0.090575953445025,3.634e-12,0.339774437599831,1.3182e-11,0.00030376645736396313,0.0,0,0,0,16.827367782592773,16.15911102294922,16.26381492614746,16.145353317260742
23,200.8006893036574,2016-10-28 21:01:09,140.70421605902573,2,1,2.495427370071411,3.773205041885376,0.097518258299783,3.634e-12,0.36596146435045,1.3182e-11,0.00024306023260578513,0.0,0,0,0,16.827367782592773,16.08247184753418,16.1871395111084,16.068737030029297
24,210.81575131996,2016-10-28 21:01:19,150.7192780753283,2,1,2.495427370071411,3.775646686553955,0.104460661305424,3.634e-12,0.392165557616597,1.3182e-11,0.0001823082857299596,0.0,0,0,0,16.981307983398438,16.08247184753418,16.1871395111084,15.99211597442627
25,220.83083701515633,2016-10-28 21:01:29,160.73436409050967,2,1,2.495427370071411,3.778088331222534,0.111403030172143,3.634e-12,0.418385476348659,1.3182e-11,0.0003038200957234949,0.0,0,0,0,16.981307983398438,16.15911102294922,16.26381492614746,16.145353317260742
26,230.84594638924636,2016-10-28 21:01:39,170.74947314461463,2,1,2.495776653289795,3.7805299758911133,0.118345463732225,3.634e-12,0.444622147734369,1.3182e-11,0.0003038172726519406,0.0,0,0,0,17.058269500732422,16.08247184753418,16.1871395111084,16.145353317260742
27,240.86106632284307,2016-10-28 21:01:49,180.7645930782114,2,1,2.495427370071411,3.7826664447784424,0.12528802882839,3.634e-12,0.470875650316226,1.3182e-11,0.00018231209833174944,0.0,0,0,0,17.196765899658203,16.144075393676758,16.248746871948242,16.130353927612305
28,250.8761552178899,2016-10-28 21:01:59,190.77968197325825,2,1,2.495772361755371,3.7851078510284424,0.13223049158574,3.634e-12,0.497144888472328,1.3182e-11,0.00024301622761413455,0.0,0,0,0,17.135229110717773,16.15911102294922,16.1871395111084,16.145353317260742
29,260.8912623520846,2016-10-28 21:02:09,200.79478910745289,2,1,2.495772361755371,3.7872443199157715,0.139173115353022,3.634e-12,0.52343108338292,1.3182e-11,0.00024301516532432288,0.0,0,0,0,17.135229110717773,16.08247184753418,16.26381492614746,16.145353317260742
30,270.90636660641377,2016-10-28 21:02:19,210.80989336178217,2,1,2.495427370071411,3.7896859645843506,0.146115715610067,3.634e-12,0.549733721298469,1.3182e-11,0.00018226419342681766,0.0,0,0,0,17.212182998657227,16.08247184753418,16.340484619140625,16.068737030029297
31,280.92148110026466,2016-10-28 21:02:29,220.82500785563295,2,1,2.4947168827056885,3.7918224334716797,0.153058473626361,3.634e-12,0.576053113027325,1.3182e-11,0.00018226279644295573,0.0,0,0,0,17.350664138793945,16.22071075439453,16.248746871948242,16.05373764038086
32,290.93654983625333,2016-10-28 21:02:39,230.8400765916216,2,1,2.4950661659240723,3.794569253921509,0.160001385973035,3.634e-12,0.60238985025362,1.3182e-11,0.00018226211250294,0.0,0,0,0,17.350664138793945,16.22071075439453,16.248746871948242,16.206968307495117
33,300.95167520959586,2016-10-28 21:02:49,240.85520196496415,2,1,2.495772123336792,3.796705722808838,0.166944219118334,3.634e-12,0.628742275040799,1.3182e-11,0.000182261603185907,0.0,0,0,0,17.289133071899414,16.15911102294922,16.1871395111084,15.99211597442627
34,310.9668341813687,2016-10-28 21:02:59,250.870360936737,2,1,2.495772361755371,3.799147367477417,0.173887144272283,3.634e-12,0.65511130476097,1.3182e-11,0.00024305988335981965,0.0,0,0,0,17.427602767944336,16.22071075439453,16.32541847229004,16.130353927612305
35,320.98195507492056,2016-10-28 21:03:09,260.8854821502739,2,1,2.495772361755371,3.801283836364746,0.180830113702758,3.634e-12,0.681497049067294,1.3182e-11,0.00018230619025416672,0.0,0,0,0,17.56606101989746,16.282310485839844,16.310354232788086,16.26858139038086
36,330.9969802929424,2016-10-28 21:03:19,270.9005070483107,2,1,2.4954111576080322,3.803725481033325,0.187773104591361,3.634e-12,0.707898239301408,1.3182e-11,0.00024306382692884654,0.0,0,0,0,17.596887588500977,16.08247184753418,16.26381492614746,16.221965789794922
37,341.0120813474211,2016-10-28 21:03:29,280.91560810278946,2,1,2.496117115020752,3.806166887283325,0.194715979178328,3.634e-12,0.734315021604314,1.3182e-11,0.0002430163003737107,0.0,0,0,0,17.504541397094727,16.22071075439453,16.402084350585938,16.206968307495117
38,351.02720096103275,2016-10-28 21:03:39,290.93072771640107,2,1,2.495427370071411,3.8083033561706543,0.201658970532837,3.634e-12,0.760748114420032,1.3182e-11,0.00024301453959196806,0.0,0,0,0,17.658401489257812,16.144075393676758,16.32541847229004,16.206968307495117
39,361.04228793616926,2016-10-28 21:03:49,300.9458146915376,2,1,2.495427370071411,3.8107450008392334,0.208602072386395,3.634e-12,0.7871972897302,1.3182e-11,0.00024301670782733709,0.0,0,0,0,17.596887588500977,16.15911102294922,16.340484619140625,16.068737030029297
40,371.057382270962,2016-10-28 21:03:59,310.9609090263303,2,1,2.495772361755371,3.8128814697265625,0.215545061575575,3.634e-12,0.813661902193148,1.3182e-11,0.00024301788653247058,0.0,0,0,0,17.673812866210938,16.15911102294922,16.340484619140625,15.99211597442627
41,381.07253772289926,2016-10-28 21:04:09,320.9760644782676,2,1,2.495755910873413,3.8150179386138916,0.222488258897103,3.634e-12,0.840143257412561,1.3182e-11,0.00018226215615868568,0.0,0,0,0,17.750736236572266,16.15911102294922,16.340484619140625,15.99211597442627
42,391.08763685746766,2016-10-28 21:04:19,330.991163932821,2,1,2.4950661659240723,3.8174595832824707,0.229431306252154,3.634e-12,0.866639326108828,1.3182e-11,0.00024306244449689984,0.0,0,0,0,17.81224250793457,16.22071075439453,16.402084350585938,16.05373764038086
43,401.10271423305267,2016-10-28 21:04:29,341.00624130840606,2,1,2.496117115020752,3.8195960521698,0.236374249678799,3.634e-12,0.89315073232088,1.3182e-11,0.00018231025023851544,0.0,0,0,0,17.750736236572266,16.15911102294922,16.417150497436523,15.99211597442627
44,411.1178242471128,2016-10-28 21:04:39,351.02135100248114,2,1,2.495427370071411,3.82173228263855,0.243317072515902,3.634e-12,0.9196774745014,1.3182e-11,0.00018226105021312833,0.0,0,0,0,17.904565811157227,16.15911102294922,16.340484619140625,16.068737030029297
45,421.1329435407394,2016-10-28 21:04:49,361.0364702961078,2,1,2.495427370071411,3.824173927307129,0.250260061192294,3.634e-12,0.946220584787989,1.3182e-11,0.00024301452504005283,0.0,0,0,0,17.843069076538086,16.25078010559082,16.355552673339844,16.007122039794922
46,431.1480458751584,2016-10-28 21:04:59,371.05157263052666,2,1,2.496121883392334,3.826310396194458,0.257203012743223,3.634e-12,0.972779142135221,1.3182e-11,0.00018226071551907808,0.0,0,0,0,17.904565811157227,16.15911102294922,16.340484619140625,16.068737030029297
47,441.1631190909377,2016-10-28 21:05:09,381.0666461662911,2,1,2.496121883392334,3.828752040863037,0.264145834446661,3.634e-12,0.999352797932302,1.3182e-11,0.00024301691155415028,0.0,0,0,0,17.904565811157227,16.388999938964844,16.340484619140625,16.068737030029297
48,451.1782310249082,2016-10-28 21:05:19,391.0817581002614,2,1,2.495772123336792,3.830888509750366,0.271088986076204,3.634e-12,1.025943820730678,1.3182e-11,0.00024306280829478055,0.0,0,0,0,17.981475830078125,16.23574447631836,16.417150497436523,16.068737030029297
49,461.193351598475,2016-10-28 21:05:29,401.0968783538433,2,1,2.496121883392334,3.8333301544189453,0.278032084638359,3.634e-12,1.052550638988813,1.3182e-11,0.0002430606837151572,0.0,0,0,0,18.058380126953125,16.15911102294922,16.340484619140625,16.145353317260742
50,471.2084273741347,2016-10-28 21:05:39,411.11195412950303,2,1,2.49578857421875,3.8357717990875244,0.28497522758266,3.634e-12,1.079173642405193,1.3182e-11,0.0003038188151549548,0.0,0,0,0,18.135278701782227,16.15911102294922,16.340484619140625,16.145353317260742
51,481.2235185090769,2016-10-28 21:05:49,421.1270455844302,2,1,2.495776653289795,3.8379082679748535,0.291918453048045,3.634e-12,1.105813053591641,1.3182e-11,0.00024306382692884654,0.0,0,0,0,17.996889114379883,16.25078010559082,16.27888298034668,16.083742141723633
52,491.2386989198481,2016-10-28 21:05:59,431.1422256752164,2,1,2.495772361755371,3.8403499126434326,0.298861776713234,3.634e-12,1.132469249934578,1.3182e-11,0.00024306094564963132,0.0,0,0,0,18.135278701782227,16.15911102294922,16.417150497436523,16.068737030029297
