Unnamed: 0,Data_Point,Test_Time(s),Date_Time,Step_Time(s),count,Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg),Temperature (C)_1,Temperature (C)_2,Temperature (C)_3,Temperature (C)_4
1.1,1.0,10.0123337097655,2017-03-14 18:37:07,9.952229875126992,,1,1.0,0.0,3.228721857070923,0.0,3.608e-12,0.0,1.1648e-11,0.0,0.0,0.0,0.0,0.0,6.371060371398926,6.367384433746338,6.236043930053711,6.433522701263428
1.1,2.0,20.02745542294956,2017-03-14 18:37:17,19.967351908293136,,1,1.0,0.0,3.228721857070923,0.0,3.608e-12,0.0,1.1648e-11,0.0,0.0,0.0,0.0,0.0,6.309158802032471,6.30546236038208,6.0970330238342285,6.371588706970215
1.1,3.0,30.038842945248316,2017-03-14 18:37:27,29.978739110609805,,1,1.0,0.0,3.228721857070923,0.0,3.608e-12,0.0,1.1648e-11,-6.079654485802166e-05,0.0,0.0,0.0,0.0,6.371060371398926,6.2903523445129395,6.158967018127441,6.433522701263428
1.1,4.0,40.05331509480794,2017-03-14 18:37:37,39.99321158015151,,1,1.0,0.0,3.228721857070923,0.0,3.608e-12,0.0,1.1648e-11,-6.0759863117709756e-05,0.0,0.0,0.0,0.0,6.293650150299072,6.2903523445129395,6.158967018127441,6.433522701263428
1.1,5.0,50.070740998957305,2017-03-14 18:37:47,50.010637164318794,,1,1.0,0.0,3.228721857070923,0.0,3.608e-12,0.0,1.1648e-11,-6.0755759477615356e-05,0.0,0.0,0.0,0.0,6.4484686851501465,6.2903523445129395,6.236043930053711,6.5105299949646
1.1,6.0,60.08572927961358,2017-03-14 18:37:58,60.025625764957155,,1,1.0,0.0,3.228721857070923,0.0,3.608e-12,0.0,1.1648e-11,-6.075481724110432e-05,0.0,0.0,0.0,0.0,6.371060371398926,6.2903523445129395,6.236043930053711,6.433522701263428
,,,,,1 Count,6,,,,,,,,,,,,,,,,
2.1,7.0,60.130939373215696,2017-03-14 18:37:58,0.03115441535274,,2,1.0,1.239663004875183,3.338595151901245,5.307652582e-06,7.072e-12,1.742851854e-05,2.2832e-11,0.021974658593535423,0.0,0.0,0.0,0.0,6.371060371398926,6.2903523445129395,6.236043930053711,6.433522701263428
2.1,8.0,60.2563294713702,2017-03-14 18:37:58,0.156544193525163,,2,1.0,2.4950661659240723,3.417642831802368,7.0381330973e-05,7.072e-12,0.000235441082311,2.2832e-11,0.03778419643640518,0.0,0.0,0.0,0.0,6.371060371398926,6.2903523445129395,6.236043930053711,6.433522701263428
2.1,9.0,60.47413743412429,2017-03-14 18:37:58,0.374352476261329,,2,1.0,2.495427370071411,3.4289352893829346,0.000221349533483,7.072e-12,0.000752092776133,2.2832e-11,0.0400426872074604,0.0,0.0,0.0,0.0,6.293650150299072,6.367384433746338,6.236043930053711,6.5105299949646
